UM_NAMEF;UM_NAMES;UM_CODE;UM_TRANS;UM_TYPE;UM_TM;UM_TE;UM_KLADR;global_id
Полное наименование;Сокращённое наименование;Код;Транслитерация;Код вида;Код ОМК ТМ;Код ОМК ТЕ;Код КЛАДР;global_id
3-я улица Лесные Поляны;3-я ул. Лесные Поляны;47280;Tret`ya ulicza Lesny'e Polyany';1;736540;1113;7,70170000040004E+016;58484669
4-я улица Лесные Поляны;4-я ул. Лесные Поляны;47285;Chetvyortaya ulicza Lesny'e Polyany';1;736540;1113;7,70170000040005E+016;58484670
5-я улица Лесные Поляны;5-я ул. Лесные Поляны;47290;Pyataya ulicza Lesny'e Polyany';1;736540;1113;7,70170000040011E+016;58484671
6-я улица Лесные Поляны;6-я ул. Лесные Поляны;47295;Shestaya ulicza Lesny'e Polyany';1;736540;1113;7,70170000040007E+016;58484672
улица Александры Монаховой;ул. Александры Монаховой;47300;ulicza Aleksandry' Monaxovoj;1;;1113;7,70170000020011E+016;58484673
Бачуринская улица;Бачуринская ул.;47305;Bachurinskaya ulicza;1;736560;1113;7,70170000020009E+016;58484674
улица Липовый Парк;ул. Липовый Парк;47310;ulicza Lipov'yj Park;1;736560;1113;7,7017000002001E+016;58484675
Фитарёвская улица;Фитарёвская ул.;47315;Fitaryovskaya ulicza;1;736560;1113;7,70170000020007E+016;58484676
улица Сосенский Стан;ул. Сосенский Стан;47320;ulicza Sosenskij Stan;1;736560;1113;7,70170000020012E+016;58484677
Летовская улица;Летовская ул.;47325;Letovskaya ulicza;1;736580;1113;7,70170000120005E+016;58484678
Малая Летовская улица;Малая Летовская ул.;47330;Malaya Letovskaya ulicza;1;736580;1113;7,70170000120004E+016;58484679
Николо-Хованская улица;Николо-Хованская ул.;47335;Nikolo-Xovanskaya ulicza;1;;1113;7,70170000000015E+016;58484680
Зимёнковская улица;Зимёнковская ул.;47340;Zimyonkovskaya ulicza;1;"736570;736580;736620";1113;7,70000000007549E+016;58484681
1-я Нововатутинская улица;1-я Нововатутинская ул.;47345;Pervaya Novovatutinskaya ulicza;1;;1214;7,70000000007554E+016;58484682
2-я Нововатутинская улица;2-я Нововатутинская ул.;47350;Vtoraya Novovatutinskaya ulicza;1;;1214;7,70000000007534E+016;58484683
3-я Нововатутинская улица;3-я Нововатутинская ул.;47355;Tret`ya Novovatutinskaya ulicza;1;;1214;7,70000000007532E+016;58484684
4-я Нововатутинская улица;4-я Нововатутинская ул.;47360;Chetvyortaya Novovatutinskaya ulicza;1;;1214;7,70000000007555E+016;58484685
5-я Нововатутинская улица;5-я Нововатутинская ул.;47365;Pyataya Novovatutinskaya ulicza;1;;1214;7,70000000007536E+016;58484686
6-я Нововатутинская улица;6-я Нововатутинская ул.;47370;Shestaya Novovatutinskaya ulicza;1;;1214;7,70000000007533E+016;58484687
Облепиховая улица;Облепиховая ул.;47375;Oblepixovaya ulicza;1;;1214;7,70000000007514E+016;58484688
Футбольная улица;Футбольная ул.;47380;Futbol`naya ulicza;1;;1214;7,70000000007513E+016;58484689
Гимнастическая улица;Гимнастическая ул.;47385;Gimnasticheskaya ulicza;1;;1214;7,70000000007553E+016;58484690
Кедровая улица;Кедровая ул.;47390;Kedrovaya ulicza;1;;1214;7,70000000007551E+016;58484691
Светлая улица;Светлая ул.;47395;Svetlaya ulicza;1;;1214;7,70000000007538E+016;58484692
Юпитерская улица;Юпитерская ул.;47400;Yupiterskaya ulicza;1;;1214;7,70000000007531E+016;58484693
Космическая улица;Космическая ул.;47405;Kosmicheskaya ulicza;1;;1214;7,70000000007556E+016;58484694
Нововатутинский проспект;Нововатутинский просп.;47410;Novovatutinskij prospekt;10;;1214;7,70000000007542E+016;58484695
улица Киплинга;ул. Киплинга;47415;ulicza Kiplinga;1;;1112;7,70000000007582E+016;58484696
улица Диккенса;ул. Диккенса;47420;ulicza Dikkensa;1;;1112;7,70110000130003E+016;58484697
улица Шекспира;ул. Шекспира;47425;ulicza Shekspira;1;;1112;7,7000000000758E+016;58484698
Троицкий бульвар;Троицкий бульв.;47430;Troiczkij bul`var;8;;1214;7,70000050000148E+016;58484699
улица Академика Черенкова;ул. Академика Черенкова;47435;ulicza Akademika Cherenkova;1;;1214;7,70000050000156E+016;58484700
1-я Ватутинская улица;1-я Ватутинская ул.;47440;Pervaya Vatutinskaya ulicza;1;;1214;7,70040000000187E+016;58484701
2-я Ватутинская улица;2-я Ватутинская ул.;47445;Vtoraya Vatutinskaya ulicza;1;;1214;7,70040000000186E+016;58484702
3-я Ватутинская улица;3-я Ватутинская ул.;47450;Tret`ya Vatutinskaya ulicza;1;;1214;7,70040000000185E+016;58484703
4-я Ватутинская улица;4-я Ватутинская ул.;47455;Chetvyortaya Vatutinskaya ulicza;1;;1214;7,70000000007599E+016;58484704
улица Дмитрия Кабалевского;ул. Дмитрия Кабалевского;47460;ulicza Dmitriya Kabalevskogo;1;;1214;7,70000000007594E+016;58484705
улица Дмитрия Рябинкина;ул. Дмитрия Рябинкина;47465;ulicza Dmitriya Ryabinkina;1;;1214;7,70000000007595E+016;58484706
Яковлевская улица;Яковлевская ул.;47470;Yakovlevskaya ulicza;1;;1214;7,70000000007567E+016;58484707
Армейская улица;Армейская ул.;47475;Armejskaya ulicza;1;;1214;7,70000000007566E+016;58484708
Чароитовая улица;Чароитовая ул.;47480;Charoitovaya ulicza;1;;1214;7,70000000007579E+016;58484709
улица Генерала Милорадовича;ул. Генерала Милорадовича;47485;ulicza Generala Miloradovicha;1;;1214;7,70000000007601E+016;58484710
Киселёвская улица;Киселёвская ул.;47490;Kiselyovskaya ulicza;1;;1214;7,70000000007602E+016;58484711
Евсеевская улица;Евсеевская ул.;47495;Evseevskaya ulicza;1;734530;1214;7,70040000010001E+016;58484712
улица Плёсенка;ул. Плёсенка;47500;ulicza Plyosenka;1;734530;1214;7,70040000010002E+016;58484713
Кувекинская улица;Кувекинская ул.;47505;Kuvekinskaya ulicza;1;734550;1214;7,70040000120001E+016;58484714
улица Авиаконструктора Петлякова;ул. Авиаконструктора Петлякова;47510;ulicza Aviakonstruktora Petlyakova;1;;1112;7,70000000007506E+016;58484715
улица Лётчика Ульянина;ул. Лётчика Ульянина;47515;ulicza Lyotchika Ul`yanina;1;;1112;7,70000000007539E+016;58484716
улица Лётчика Грицевца;ул. Лётчика Грицевца;47520;ulicza Lyotchika Griczevcza;1;;1112;7,70000000007508E+016;58484717
улица Стольника Потёмкина;ул. Стольника Потёмкина;47525;ulicza Stol`nika Potyomkina;1;;1212;7,70020000000016E+016;58484718
улица Алёшинская Долина;ул. Алёшинская Долина;47530;ulicza Alyoshinskaya Dolina;1;;1212;7,70020000000012E+016;58484719
Колчевская улица;Колчевская ул.;47535;Kolchevskaya ulicza;1;;1212;7,70020000000004E+016;58484720
улица Таволга;ул. Таволга;47540;ulicza Tavolga;1;;1212;7,70020000000003E+016;58484721
улица Буквица;ул. Буквица;47545;ulicza Bukvicza;1;;1212;7,70020000000017E+016;58484722
улица Героя России Чернышёва;ул. Героя России Чернышёва;47570;ulicza Geroya Rossii Cherny'shyova;1;;1114;7,70000000007512E+016;58484723
улица Генерала Трошева;ул. Генерала Трошева;47575;ulicza Generala Trosheva;1;;1114;7,70000000007511E+016;58484724
улица Маршала Кутахова;ул. Маршала Кутахова;47580;ulicza Marshala Kutaxova;1;;1114;7,7000000000751E+016;58484725
улица Генерала Максимчука;ул. Генерала Максимчука;47585;ulicza Generala Maksimchuka;1;;1114;7,70000000007545E+016;58484726
улица Никитина;ул. Никитина;47590;ulicza Nikitina;1;735530;1114;7,7000006000003E+016;58484727
улица Бианки;ул. Бианки;47595;ulicza Bianki;1;735530;1114;7,70000060000031E+016;58484728
улица Берёзки;ул. Берёзки;47600;ulicza Beryozki;1;736300;1212;7,70150000150014E+016;58484729
улица Барышевская Роща;ул. Барышевская Роща;47605;ulicza Bary'shevskaya Roshha;1;737010;1115;7,70000030000134E+016;58484730
улица Адмирала Корнилова;ул. Адмирала Корнилова;47610;ulicza Admirala Kornilova;1;"735570;735590;735580;735550";1113;"77000000000757600;77000000000757700;77000000000755000";58484731
улица Потаповская Роща;ул. Потаповская Роща;47620;ulicza Potapovskaya Roshha;1;736560;1113;7,70170000020014E+016;58484733
1-я Фоминская улица;1-я Фоминская ул.;47625;Pervaya Fominskaya ulicza;1;736110;1214;7,70140000160041E+016;58484734
2-я Фоминская улица;2-я Фоминская ул.;47630;Vtoraya Fominskaya ulicza;1;736110;1214;7,70140000160043E+016;58484735
Новоархангельская улица;Новоархангельская ул.;47635;Novoarxangel`skaya ulicza;1;734400;1113;7,7003000004002E+016;58484736
Ирландская улица;Ирландская ул.;47640;Irlandskaya ulicza;1;735060;1213;7,70080000120023E+016;58484737
Дублинская улица;Дублинская ул.;47645;Dublinskaya ulicza;1;735060;1213;7,70080000120022E+016;58484738
улица Джонатана Свифта;ул. Джонатана Свифта;47650;ulicza Dzhonatana Svifta;1;735060;1213;7,70080000120021E+016;58484739
улица Бернарда Шоу;ул. Бернарда Шоу;47655;ulicza Bernarda Shou;1;735060;1213;7,7008000012002E+016;58484740
улица Изумрудная Долина;ул. Изумрудная Долина;47660;ulicza Izumrudnaya Dolina;1;735060;1213;7,70080000120019E+016;58484741
Туманная улица;Туманная ул.;47665;Tumannaya ulicza;1;735060;1213;7,70080000120018E+016;58484742
1-я Клеверная улица;1-я Клеверная ул.;47670;Pervaya Klevernaya ulicza;1;735060;1213;7,70080000120011E+016;58484743
2-я Клеверная улица;2-я Клеверная ул.;47675;Vtoraya Klevernaya ulicza;1;735060;1213;7,70080000120012E+016;58484744
3-я Клеверная улица;3-я Клеверная ул.;47680;Tret`ya Klevernaya ulicza;1;735060;1213;7,70080000120013E+016;58484745
4-я Клеверная улица;4-я Клеверная ул.;47685;Chetvyortaya Klevernaya ulicza;1;735060;1213;7,70080000120014E+016;58484746
5-я Клеверная улица;5-я Клеверная ул.;47690;Pyataya Klevernaya ulicza;1;735060;1213;7,70080000120015E+016;58484747
6-я Клеверная улица;6-я Клеверная ул.;47695;Shestaya Klevernaya ulicza;1;735060;1213;7,70080000120016E+016;58484748
7-я Клеверная улица;7-я Клеверная ул.;47700;Sed`maya Klevernaya ulicza;1;735060;1213;7,70080000120017E+016;58484749
Аникинская улица;Аникинская ул.;47705;Anikinskaya ulicza;1;735610;1211;7,7013000023001E+016;58484750
Барятинская улица;Барятинская ул.;47710;Baryatinskaya ulicza;1;735610;1211;7,70130000230005E+016;58484751
1-я Бахметьевская улица;1-я Бахметьевская ул.;47715;Pervaya Baxmet`evskaya ulicza;1;735610;1211;7,70130000230013E+016;58484752
2-я Бахметьевская улица;2-я Бахметьевская ул.;47720;Vtoraya Baxmet`evskaya ulicza;1;735610;1211;7,70130000230017E+016;58484753
3-я Бахметьевская улица;3-я Бахметьевская ул.;47725;Tret`ya Baxmet`evskaya ulicza;1;735610;1211;7,70130000230008E+016;58484754
Белоусовская улица;Белоусовская ул.;47730;Belousovskaya ulicza;1;735610;1211;7,70130000230014E+016;58484755
улица Верейская Слобода;ул. Верейская Слобода;47735;ulicza Verejskaya Sloboda;1;735610;1211;7,70130000230006E+016;58484756
Верховская улица;Верховская ул.;47740;Verxovskaya ulicza;1;735610;1211;7,70130000230011E+016;58484757
улица Девичья Поляна;ул. Девичья Поляна;47745;ulicza Devich`ya Polyana;1;735610;1211;7,70130000230012E+016;58484758
1-я Дементьевская улица;1-я Дементьевская ул.;47750;Pervaya Dement`evskaya ulicza;1;735610;1211;7,70130000230007E+016;58484759
2-я Дементьевская улица;2-я Дементьевская ул.;47755;Vtoraya Dement`evskaya ulicza;1;735610;1211;7,70130000230009E+016;58484760
3-я Дементьевская улица;3-я Дементьевская ул.;47760;Tret`ya Dement`evskaya ulicza;1;735610;1211;7,70130000230015E+016;58484761
Зосимовская улица;Зосимовская ул.;47765;Zosimovskaya ulicza;1;735610;1211;7,70130000230004E+016;58484762
улица Отчин Колодец;ул. Отчин Колодец;47770;ulicza Otchin Kolodecz;1;735610;1211;7,70130000230016E+016;58484763
